ALARM ID,0,,,,,
DATE,2023/4/27,12:13:16,,,,
,,,,,,
No,DATE,TIME,COUNT,STATUS,ALARM No,MESSAGE
1289,2022/12/07,10:49:35,745,ON,34,ワーク無し異常
1290,2022/12/06,16:13:36,822,ON,2,横穴未貫通異常
1291,2022/12/06,16:07:33,744,ON,34,ワーク無し異常
1292,2022/12/06,15:12:40,743,ON,34,ワーク無し異常
1293,2022/12/06,13:33:02,742,ON,34,ワーク無し異常
1294,2022/12/06,12:33:50,741,ON,34,ワーク無し異常
1295,2022/12/06,12:16:11,203,ON,0,安全クラッチ異常
1296,2022/12/05,19:22:03,740,ON,34,ワーク無し異常
1297,2022/12/05,18:26:51,739,ON,34,ワーク無し異常
1298,2022/12/05,17:42:20,738,ON,34,ワーク無し異常
1299,2022/12/05,16:51:38,737,ON,34,ワーク無し異常
1300,2022/12/05,16:04:04,202,ON,0,安全クラッチ異常
1301,2022/12/05,14:44:33,736,ON,34,ワーク無し異常
1302,2022/12/05,14:30:48,33,ON,48,排出残留ﾜｰｸ検知異常
1303,2022/12/05,13:38:52,201,ON,0,安全クラッチ異常
1304,2022/12/05,12:14:23,735,ON,34,ワーク無し異常
1305,2022/12/02,16:41:33,734,ON,34,ワーク無し異常
1306,2022/12/02,16:05:18,821,ON,2,横穴未貫通異常
1307,2022/12/02,15:49:00,733,ON,34,ワーク無し異常
1308,2022/12/02,15:06:40,732,ON,34,ワーク無し異常
1309,2022/12/02,13:17:36,731,ON,34,ワーク無し異常
1310,2022/12/02,11:40:10,730,ON,34,ワーク無し異常
1311,2022/12/02,11:28:20,820,ON,2,横穴未貫通異常
1312,2022/12/02,10:45:21,729,ON,34,ワーク無し異常
1313,2022/12/01,17:12:40,819,ON,2,横穴未貫通異常
1314,2022/12/01,17:10:03,818,ON,2,横穴未貫通異常
1315,2022/12/01,17:03:51,817,ON,2,横穴未貫通異常
1316,2022/12/01,16:49:26,816,ON,2,横穴未貫通異常
1317,2022/12/01,16:26:24,815,ON,2,横穴未貫通異常
1318,2022/12/01,15:56:37,814,ON,2,横穴未貫通異常
1319,2022/12/01,15:52:45,813,ON,2,横穴未貫通異常
1320,2022/12/01,15:51:43,812,ON,2,横穴未貫通異常
1321,2022/12/01,14:09:38,728,ON,34,ワーク無し異常
1322,2022/12/01,12:04:54,811,ON,2,横穴未貫通異常
1323,2022/12/01,11:40:38,200,ON,0,安全クラッチ異常
1324,2022/12/01,10:48:18,199,ON,0,安全クラッチ異常
1325,2022/12/01,10:45:20,198,ON,0,安全クラッチ異常
1326,2022/11/9,9:25:38,666,ON,34,ワーク無し異常
1327,2022/11/9,9:11:40,404,ON,4,首下位置不良
1328,2022/11/9,9:11:16,753,ON,2,横穴未貫通異常
1329,2022/11/9,18:23:52,670,ON,34,ワーク無し異常
1330,2022/11/9,17:32:52,761,ON,2,横穴未貫通異常
1331,2022/11/9,15:50:14,139,ON,3,ノッチ前進不良
1332,2022/11/9,15:50:13,669,ON,34,ワーク無し異常
1333,2022/11/9,15:45:53,760,ON,2,横穴未貫通異常
1334,2022/11/9,13:35:56,668,ON,34,ワーク無し異常
1335,2022/11/9,12:26:14,759,ON,2,横穴未貫通異常
1336,2022/11/9,11:11:48,758,ON,2,横穴未貫通異常
1337,2022/11/9,11:07:23,757,ON,2,横穴未貫通異常
1338,2022/11/9,10:54:15,756,ON,2,横穴未貫通異常
1339,2022/11/9,10:44:56,667,ON,34,ワーク無し異常
1340,2022/11/9,10:41:48,755,ON,2,横穴未貫通異常
1341,2022/11/9,10:36:14,754,ON,2,横穴未貫通異常
1342,2022/11/8,18:29:31,665,ON,34,ワーク無し異常
1343,2022/11/8,15:57:28,752,ON,2,横穴未貫通異常
1344,2022/11/8,15:39:41,751,ON,2,横穴未貫通異常
1345,2022/11/8,15:29:00,138,ON,3,ノッチ前進不良
1346,2022/11/8,14:42:55,183,ON,0,安全クラッチ異常
1347,2022/11/8,13:30:02,664,ON,34,ワーク無し異常
1348,2022/11/8,13:08:52,403,ON,4,首下位置不良
1349,2022/11/8,12:44:09,663,ON,34,ワーク無し異常
1350,2022/11/8,11:17:57,182,ON,0,安全クラッチ異常
1351,2022/11/8,11:03:56,181,ON,0,安全クラッチ異常
1352,2022/11/7,9:50:07,656,ON,34,ワーク無し異常
1353,2022/11/7,9:14:12,402,ON,4,首下位置不良
1354,2022/11/7,9:13:57,746,ON,2,横穴未貫通異常
1355,2022/11/7,19:02:44,662,ON,34,ワーク無し異常
1356,2022/11/7,18:15:01,661,ON,34,ワーク無し異常
1357,2022/11/7,16:27:07,660,ON,34,ワーク無し異常
1358,2022/11/7,15:20:41,750,ON,2,横穴未貫通異常
1359,2022/11/7,15:15:17,659,ON,34,ワーク無し異常
1360,2022/11/7,13:52:36,749,ON,2,横穴未貫通異常
1361,2022/11/7,13:23:08,658,ON,34,ワーク無し異常
1362,2022/11/7,11:38:34,748,ON,2,横穴未貫通異常
1363,2022/11/7,10:57:41,657,ON,34,ワーク無し異常
1364,2022/11/7,10:29:41,747,ON,2,横穴未貫通異常
1365,2022/11/4,17:46:30,180,ON,0,安全クラッチ異常
1366,2022/11/4,17:29:25,745,ON,2,横穴未貫通異常
1367,2022/11/4,16:58:27,744,ON,2,横穴未貫通異常
1368,2022/11/4,16:02:02,179,ON,0,安全クラッチ異常
1369,2022/11/4,15:37:51,655,ON,34,ワーク無し異常
1370,2022/11/4,14:11:10,654,ON,34,ワーク無し異常
1371,2022/11/4,13:20:59,743,ON,2,横穴未貫通異常
1372,2022/11/4,13:10:22,742,ON,2,横穴未貫通異常
1373,2022/11/4,12:10:22,741,ON,2,横穴未貫通異常
1374,2022/11/4,11:40:55,740,ON,2,横穴未貫通異常
1375,2022/11/4,11:28:13,653,ON,34,ワーク無し異常
1376,2022/11/4,10:58:59,739,ON,2,横穴未貫通異常
1377,2022/11/4,10:54:41,652,ON,34,ワーク無し異常
1378,2022/11/30,18:11:26,727,ON,34,ワーク無し異常
1379,2022/11/30,14:54:50,418,ON,4,首下位置不良
1380,2022/11/3,17:32:15,651,ON,34,ワーク無し異常
1381,2022/11/3,16:00:17,650,ON,34,ワーク無し異常
1382,2022/11/3,15:33:01,738,ON,2,横穴未貫通異常
1383,2022/11/3,15:23:55,737,ON,2,横穴未貫通異常
1384,2022/11/3,12:58:36,649,ON,34,ワーク無し異常
1385,2022/11/3,12:11:32,401,ON,4,首下位置不良
1386,2022/11/3,12:11:29,648,ON,34,ワーク無し異常
1387,2022/11/3,10:50:35,736,ON,2,横穴未貫通異常
1388,2022/11/3,10:26:40,647,ON,34,ワーク無し異常
1389,2022/11/3,10:06:06,735,ON,2,横穴未貫通異常
1390,2022/11/29,9:06:07,417,ON,4,首下位置不良
1391,2022/11/29,9:05:45,809,ON,2,横穴未貫通異常
1392,2022/11/29,13:02:42,726,ON,34,ワーク無し異常
1393,2022/11/29,12:16:32,810,ON,2,横穴未貫通異常
1394,2022/11/29,09:06:07,417,ON,4,首下位置不良
1395,2022/11/29,09:05:45,809,ON,2,横穴未貫通異常
1396,2022/11/28,9:58:54,718,ON,34,ワーク無し異常
1397,2022/11/28,9:25:03,807,ON,2,横穴未貫通異常
1398,2022/11/28,9:21:55,416,ON,4,首下位置不良
1399,2022/11/28,9:21:36,806,ON,2,横穴未貫通異常
1400,2022/11/28,19:32:06,725,ON,34,ワーク無し異常
1401,2022/11/28,18:18:23,197,ON,0,安全クラッチ異常
1402,2022/11/28,16:40:17,724,ON,34,ワーク無し異常
1403,2022/11/28,15:57:05,723,ON,34,ワーク無し異常
1404,2022/11/28,15:12:14,722,ON,34,ワーク無し異常
1405,2022/11/28,13:50:58,721,ON,34,ワーク無し異常
1406,2022/11/28,12:35:31,720,ON,34,ワーク無し異常
1407,2022/11/28,11:18:50,808,ON,2,横穴未貫通異常
1408,2022/11/28,11:06:41,719,ON,34,ワーク無し異常
1409,2022/11/28,09:58:54,718,ON,34,ワーク無し異常
1410,2022/11/28,09:25:03,807,ON,2,横穴未貫通異常
1411,2022/11/28,09:21:55,416,ON,4,首下位置不良
1412,2022/11/28,09:21:36,806,ON,2,横穴未貫通異常
1413,2022/11/25,9:37:09,717,ON,34,ワーク無し異常
1414,2022/11/25,9:17:30,18,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
1415,2022/11/25,9:11:14,415,ON,4,首下位置不良
1416,2022/11/25,9:10:56,805,ON,2,横穴未貫通異常
1417,2022/11/25,9:09:51,804,ON,2,横穴未貫通異常
1418,2022/11/25,09:37:09,717,ON,34,ワーク無し異常
1419,2022/11/25,09:17:30,18,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
1420,2022/11/25,09:11:14,415,ON,4,首下位置不良
1421,2022/11/25,09:10:56,805,ON,2,横穴未貫通異常
1422,2022/11/25,09:09:51,804,ON,2,横穴未貫通異常
1423,2022/11/24,9:51:16,32,ON,48,排出残留ﾜｰｸ検知異常
1424,2022/11/24,9:07:53,414,ON,4,首下位置不良
1425,2022/11/24,9:07:32,796,ON,2,横穴未貫通異常
1426,2022/11/24,12:05:11,803,ON,2,横穴未貫通異常
1427,2022/11/24,11:25:43,802,ON,2,横穴未貫通異常
1428,2022/11/24,10:59:19,801,ON,2,横穴未貫通異常
1429,2022/11/24,10:51:29,800,ON,2,横穴未貫通異常
1430,2022/11/24,10:19:26,799,ON,2,横穴未貫通異常
1431,2022/11/24,10:03:15,798,ON,2,横穴未貫通異常
1432,2022/11/24,10:01:59,797,ON,2,横穴未貫通異常
1433,2022/11/24,09:51:16,32,ON,48,排出残留ﾜｰｸ検知異常
1434,2022/11/24,09:07:53,414,ON,4,首下位置不良
1435,2022/11/24,09:07:32,796,ON,2,横穴未貫通異常
1436,2022/11/23,18:16:22,716,ON,34,ワーク無し異常
1437,2022/11/23,17:46:43,795,ON,2,横穴未貫通異常
1438,2022/11/23,17:14:05,715,ON,34,ワーク無し異常
1439,2022/11/23,16:50:16,196,ON,0,安全クラッチ異常
1440,2022/11/22,9:29:45,412,ON,4,首下位置不良
1441,2022/11/22,9:29:15,793,ON,2,横穴未貫通異常
1442,2022/11/22,18:10:34,714,ON,34,ワーク無し異常
1443,2022/11/22,18:07:24,713,ON,34,ワーク無し異常
1444,2022/11/22,16:59:25,712,ON,34,ワーク無し異常
1445,2022/11/22,16:14:20,711,ON,34,ワーク無し異常
1446,2022/11/22,15:18:30,710,ON,34,ワーク無し異常
1447,2022/11/22,14:56:04,413,ON,4,首下位置不良
1448,2022/11/22,14:28:14,709,ON,34,ワーク無し異常
1449,2022/11/22,13:45:23,195,ON,0,安全クラッチ異常
1450,2022/11/22,13:09:53,708,ON,34,ワーク無し異常
1451,2022/11/22,12:42:08,144,ON,3,ノッチ前進不良
1452,2022/11/22,11:53:16,707,ON,34,ワーク無し異常
1453,2022/11/22,11:31:24,194,ON,0,安全クラッチ異常
1454,2022/11/22,11:09:46,794,ON,2,横穴未貫通異常
1455,2022/11/22,09:29:45,412,ON,4,首下位置不良
1456,2022/11/22,09:29:15,793,ON,2,横穴未貫通異常
1457,2022/11/21,9:11:14,410,ON,4,首下位置不良
1458,2022/11/21,9:10:57,789,ON,2,横穴未貫通異常
1459,2022/11/21,9:09:39,788,ON,2,横穴未貫通異常
1460,2022/11/21,9:08:39,787,ON,2,横穴未貫通異常
1461,2022/11/21,19:31:41,706,ON,34,ワーク無し異常
1462,2022/11/21,19:29:07,705,ON,34,ワーク無し異常
1463,2022/11/21,18:27:25,704,ON,34,ワーク無し異常
1464,2022/11/21,17:32:01,703,ON,34,ワーク無し異常
1465,2022/11/21,16:25:02,702,ON,34,ワーク無し異常
1466,2022/11/21,15:24:09,701,ON,34,ワーク無し異常
1467,2022/11/21,15:13:29,411,ON,4,首下位置不良
1468,2022/11/21,13:39:20,700,ON,34,ワーク無し異常
1469,2022/11/21,13:25:08,699,ON,34,ワーク無し異常
1470,2022/11/21,13:17:03,792,ON,2,横穴未貫通異常
1471,2022/11/21,12:49:27,698,ON,34,ワーク無し異常
1472,2022/11/21,12:43:18,791,ON,2,横穴未貫通異常
1473,2022/11/21,12:22:06,790,ON,2,横穴未貫通異常
1474,2022/11/21,11:13:10,697,ON,34,ワーク無し異常
1475,2022/11/21,10:26:10,696,ON,34,ワーク無し異常
1476,2022/11/21,09:11:14,410,ON,4,首下位置不良
1477,2022/11/21,09:10:57,789,ON,2,横穴未貫通異常
1478,2022/11/21,09:09:39,788,ON,2,横穴未貫通異常
1479,2022/11/21,09:08:39,787,ON,2,横穴未貫通異常
1480,2022/11/2,17:13:26,734,ON,2,横穴未貫通異常
1481,2022/11/2,15:09:39,646,ON,34,ワーク無し異常
1482,2022/11/2,15:00:46,400,ON,4,首下位置不良
1483,2022/11/2,15:00:27,137,ON,3,ノッチ前進不良
1484,2022/11/2,13:40:15,9,ON,53,首下位置ｾﾝｻｰ異常
1485,2022/11/2,13:04:14,733,ON,2,横穴未貫通異常
1486,2022/11/2,12:59:07,645,ON,34,ワーク無し異常
1487,2022/11/2,12:22:01,732,ON,2,横穴未貫通異常
1488,2022/11/2,12:21:38,731,ON,2,横穴未貫通異常
1489,2022/11/2,12:09:29,644,ON,34,ワーク無し異常
1490,2022/11/2,12:02:40,178,ON,0,安全クラッチ異常
1491,2022/11/2,10:46:12,730,ON,2,横穴未貫通異常
1492,2022/11/18,18:49:03,193,ON,0,安全クラッチ異常
1493,2022/11/18,16:52:32,786,ON,2,横穴未貫通異常
1494,2022/11/18,16:50:33,785,ON,2,横穴未貫通異常
1495,2022/11/18,16:35:31,784,ON,2,横穴未貫通異常
1496,2022/11/18,16:27:32,783,ON,2,横穴未貫通異常
1497,2022/11/18,16:12:05,782,ON,2,横穴未貫通異常
1498,2022/11/18,16:03:55,781,ON,2,横穴未貫通異常
1499,2022/11/18,15:58:59,780,ON,2,横穴未貫通異常
1500,2022/11/18,15:53:19,779,ON,2,横穴未貫通異常
1501,2022/11/18,15:09:09,778,ON,2,横穴未貫通異常
1502,2022/11/18,14:26:09,695,ON,34,ワーク無し異常
1503,2022/11/18,12:28:35,777,ON,2,横穴未貫通異常
1504,2022/11/18,12:17:54,776,ON,2,横穴未貫通異常
1505,2022/11/18,12:17:11,775,ON,2,横穴未貫通異常
1506,2022/11/18,12:11:56,192,ON,0,安全クラッチ異常
1507,2022/11/18,11:35:44,774,ON,2,横穴未貫通異常
1508,2022/11/18,11:27:24,191,ON,0,安全クラッチ異常
1509,2022/11/18,11:06:07,190,ON,0,安全クラッチ異常
1510,2022/11/16,9:11:45,409,ON,4,首下位置不良
1511,2022/11/16,9:11:25,769,ON,2,横穴未貫通異常
1512,2022/11/16,16:43:57,694,ON,34,ワーク無し異常
1513,2022/11/16,14:03:36,693,ON,34,ワーク無し異常
1514,2022/11/16,13:17:42,692,ON,34,ワーク無し異常
1515,2022/11/16,12:21:17,143,ON,3,ノッチ前進不良
1516,2022/11/16,12:10:37,691,ON,34,ワーク無し異常
1517,2022/11/16,12:01:35,773,ON,2,横穴未貫通異常
1518,2022/11/16,12:00:43,772,ON,2,横穴未貫通異常
1519,2022/11/16,11:34:42,771,ON,2,横穴未貫通異常
1520,2022/11/16,11:14:35,142,ON,3,ノッチ前進不良
1521,2022/11/16,10:56:29,770,ON,2,横穴未貫通異常
1522,2022/11/16,09:11:45,409,ON,4,首下位置不良
1523,2022/11/16,09:11:25,769,ON,2,横穴未貫通異常
1524,2022/11/15,18:20:30,690,ON,34,ワーク無し異常
1525,2022/11/15,16:48:33,689,ON,34,ワーク無し異常
1526,2022/11/15,13:41:36,141,ON,3,ノッチ前進不良
1527,2022/11/15,13:41:35,688,ON,34,ワーク無し異常
1528,2022/11/15,13:02:20,687,ON,34,ワーク無し異常
1529,2022/11/15,11:59:19,189,ON,0,安全クラッチ異常
1530,2022/11/15,11:46:50,686,ON,34,ワーク無し異常
1531,2022/11/15,10:55:34,140,ON,3,ノッチ前進不良
1532,2022/11/15,10:35:42,188,ON,0,安全クラッチ異常
1533,2022/11/14,18:15:49,685,ON,34,ワーク無し異常
1534,2022/11/14,17:34:06,187,ON,0,安全クラッチ異常
1535,2022/11/14,17:20:31,684,ON,34,ワーク無し異常
1536,2022/11/14,16:29:55,683,ON,34,ワーク無し異常
1537,2022/11/14,15:39:24,768,ON,2,横穴未貫通異常
1538,2022/11/14,15:26:01,682,ON,34,ワーク無し異常
1539,2022/11/14,14:23:00,681,ON,34,ワーク無し異常
1540,2022/11/14,13:46:41,680,ON,34,ワーク無し異常
1541,2022/11/14,13:01:03,679,ON,34,ワーク無し異常
1542,2022/11/14,10:30:17,678,ON,34,ワーク無し異常
1543,2022/11/12,9:21:47,767,ON,2,横穴未貫通異常
1544,2022/11/12,12:05:58,677,ON,34,ワーク無し異常
1545,2022/11/12,10:35:44,676,ON,34,ワーク無し異常
1546,2022/11/12,09:21:47,767,ON,2,横穴未貫通異常
1547,2022/11/11,9:11:06,406,ON,4,首下位置不良
1548,2022/11/11,9:10:41,765,ON,2,横穴未貫通異常
1549,2022/11/11,19:37:24,675,ON,34,ワーク無し異常
1550,2022/11/11,16:29:18,674,ON,34,ワーク無し異常
1551,2022/11/11,15:32:07,766,ON,2,横穴未貫通異常
1552,2022/11/11,14:52:24,673,ON,34,ワーク無し異常
1553,2022/11/11,11:53:36,408,ON,4,首下位置不良
1554,2022/11/11,10:55:01,407,ON,4,首下位置不良
1555,2022/11/11,09:11:06,406,ON,4,首下位置不良
1556,2022/11/11,09:10:41,765,ON,2,横穴未貫通異常
1557,2022/11/10,18:19:58,672,ON,34,ワーク無し異常
1558,2022/11/10,17:29:07,671,ON,34,ワーク無し異常
1559,2022/11/10,15:39:48,405,ON,4,首下位置不良
1560,2022/11/10,14:17:14,764,ON,2,横穴未貫通異常
1561,2022/11/10,13:36:45,763,ON,2,横穴未貫通異常
1562,2022/11/10,12:10:44,762,ON,2,横穴未貫通異常
1563,2022/11/10,12:09:23,186,ON,0,安全クラッチ異常
1564,2022/11/10,11:53:29,185,ON,0,安全クラッチ異常
1565,2022/11/10,11:22:16,184,ON,0,安全クラッチ異常
1566,2022/11/1,15:52:31,643,ON,34,ワーク無し異常
1567,2022/11/1,14:59:21,642,ON,34,ワーク無し異常
1568,2022/11/1,13:37:20,177,ON,0,安全クラッチ異常
1569,2022/11/1,13:11:51,399,ON,4,首下位置不良
1570,2022/11/1,11:55:02,641,ON,34,ワーク無し異常
1571,2022/11/09,18:23:52,670,ON,34,ワーク無し異常
1572,2022/11/09,17:32:52,761,ON,2,横穴未貫通異常
1573,2022/11/09,15:50:14,139,ON,3,ノッチ前進不良
1574,2022/11/09,15:50:13,669,ON,34,ワーク無し異常
1575,2022/11/09,15:45:53,760,ON,2,横穴未貫通異常
1576,2022/11/09,13:35:56,668,ON,34,ワーク無し異常
1577,2022/11/09,12:26:14,759,ON,2,横穴未貫通異常
1578,2022/11/09,11:11:48,758,ON,2,横穴未貫通異常
1579,2022/11/09,11:07:23,757,ON,2,横穴未貫通異常
1580,2022/11/09,10:54:15,756,ON,2,横穴未貫通異常
1581,2022/11/09,10:44:56,667,ON,34,ワーク無し異常
1582,2022/11/09,10:41:48,755,ON,2,横穴未貫通異常
1583,2022/11/09,10:36:14,754,ON,2,横穴未貫通異常
1584,2022/11/09,09:25:38,666,ON,34,ワーク無し異常
1585,2022/11/09,09:11:40,404,ON,4,首下位置不良
1586,2022/11/09,09:11:16,753,ON,2,横穴未貫通異常
1587,2022/11/08,18:29:31,665,ON,34,ワーク無し異常
1588,2022/11/08,15:57:28,752,ON,2,横穴未貫通異常
1589,2022/11/08,15:39:41,751,ON,2,横穴未貫通異常
1590,2022/11/08,15:29:00,138,ON,3,ノッチ前進不良
1591,2022/11/08,14:42:55,183,ON,0,安全クラッチ異常
1592,2022/11/08,13:30:02,664,ON,34,ワーク無し異常
1593,2022/11/08,13:08:52,403,ON,4,首下位置不良
1594,2022/11/08,12:44:09,663,ON,34,ワーク無し異常
1595,2022/11/08,11:17:57,182,ON,0,安全クラッチ異常
1596,2022/11/08,11:03:56,181,ON,0,安全クラッチ異常
1597,2022/11/07,19:02:44,662,ON,34,ワーク無し異常
1598,2022/11/07,18:15:01,661,ON,34,ワーク無し異常
1599,2022/11/07,16:27:07,660,ON,34,ワーク無し異常
1600,2022/11/07,15:20:41,750,ON,2,横穴未貫通異常
1601,2022/11/07,15:15:17,659,ON,34,ワーク無し異常
1602,2022/11/07,13:52:36,749,ON,2,横穴未貫通異常
1603,2022/11/07,13:23:08,658,ON,34,ワーク無し異常
1604,2022/11/07,11:38:34,748,ON,2,横穴未貫通異常
1605,2022/11/07,10:57:41,657,ON,34,ワーク無し異常
1606,2022/11/07,10:29:41,747,ON,2,横穴未貫通異常
1607,2022/11/07,09:50:07,656,ON,34,ワーク無し異常
1608,2022/11/07,09:14:12,402,ON,4,首下位置不良
1609,2022/11/07,09:13:57,746,ON,2,横穴未貫通異常
1610,2022/11/04,17:46:30,180,ON,0,安全クラッチ異常
1611,2022/11/04,17:29:25,745,ON,2,横穴未貫通異常
1612,2022/11/04,16:58:27,744,ON,2,横穴未貫通異常
1613,2022/11/04,16:02:02,179,ON,0,安全クラッチ異常
1614,2022/11/04,15:37:51,655,ON,34,ワーク無し異常
1615,2022/11/04,14:11:10,654,ON,34,ワーク無し異常
1616,2022/11/04,13:20:59,743,ON,2,横穴未貫通異常
1617,2022/11/04,13:10:22,742,ON,2,横穴未貫通異常
1618,2022/11/04,12:10:22,741,ON,2,横穴未貫通異常
1619,2022/11/04,11:40:55,740,ON,2,横穴未貫通異常
1620,2022/11/04,11:28:13,653,ON,34,ワーク無し異常
1621,2022/11/04,10:58:59,739,ON,2,横穴未貫通異常
1622,2022/11/04,10:54:41,652,ON,34,ワーク無し異常
1623,2022/11/03,17:32:15,651,ON,34,ワーク無し異常
1624,2022/11/03,16:00:17,650,ON,34,ワーク無し異常
1625,2022/11/03,15:33:01,738,ON,2,横穴未貫通異常
1626,2022/11/03,15:23:55,737,ON,2,横穴未貫通異常
1627,2022/11/03,12:58:36,649,ON,34,ワーク無し異常
1628,2022/11/03,12:11:32,401,ON,4,首下位置不良
1629,2022/11/03,12:11:29,648,ON,34,ワーク無し異常
1630,2022/11/03,10:50:35,736,ON,2,横穴未貫通異常
1631,2022/11/03,10:26:40,647,ON,34,ワーク無し異常
1632,2022/11/03,10:06:06,735,ON,2,横穴未貫通異常
1633,2022/11/02,17:13:26,734,ON,2,横穴未貫通異常
1634,2022/11/02,15:09:39,646,ON,34,ワーク無し異常
1635,2022/11/02,15:00:46,400,ON,4,首下位置不良
1636,2022/11/02,15:00:27,137,ON,3,ノッチ前進不良
1637,2022/11/02,13:40:15,9,ON,53,首下位置ｾﾝｻｰ異常
1638,2022/11/02,13:04:14,733,ON,2,横穴未貫通異常
1639,2022/11/02,12:59:07,645,ON,34,ワーク無し異常
1640,2022/11/02,12:22:01,732,ON,2,横穴未貫通異常
1641,2022/11/02,12:21:38,731,ON,2,横穴未貫通異常
1642,2022/11/02,12:09:29,644,ON,34,ワーク無し異常
1643,2022/11/02,12:02:40,178,ON,0,安全クラッチ異常
1644,2022/11/02,10:46:12,730,ON,2,横穴未貫通異常
1645,2022/11/01,15:52:31,643,ON,34,ワーク無し異常
1646,2022/11/01,14:59:21,642,ON,34,ワーク無し異常
1647,2022/11/01,13:37:20,177,ON,0,安全クラッチ異常
1648,2022/11/01,13:11:51,399,ON,4,首下位置不良
1649,2022/11/01,11:55:02,641,ON,34,ワーク無し異常
1650,2022/10/7,15:09:33,610,ON,34,ワーク無し異常
1651,2022/10/7,13:30:29,609,ON,34,ワーク無し異常
1652,2022/10/7,12:42:52,608,ON,34,ワーク無し異常
1653,2022/10/7,11:55:59,607,ON,34,ワーク無し異常
1654,2022/10/7,11:08:04,606,ON,34,ワーク無し異常
1655,2022/10/7,10:58:13,169,ON,0,安全クラッチ異常
1656,2022/10/7,10:30:02,711,ON,2,横穴未貫通異常
1657,2022/10/7,10:12:50,605,ON,34,ワーク無し異常
1658,2022/10/6,9:31:34,599,ON,34,ワーク無し異常
1659,2022/10/6,9:11:01,395,ON,4,首下位置不良
1660,2022/10/6,9:10:39,709,ON,2,横穴未貫通異常
1661,2022/10/6,16:40:37,604,ON,34,ワーク無し異常
1662,2022/10/6,15:05:27,603,ON,34,ワーク無し異常
1663,2022/10/6,13:58:01,602,ON,34,ワーク無し異常
1664,2022/10/6,12:57:18,601,ON,34,ワーク無し異常
1665,2022/10/6,12:40:22,710,ON,2,横穴未貫通異常
1666,2022/10/6,12:34:09,168,ON,0,安全クラッチ異常
1667,2022/10/6,10:55:28,600,ON,34,ワーク無し異常
1668,2022/10/5,9:05:32,394,ON,4,首下位置不良
1669,2022/10/5,9:05:11,706,ON,2,横穴未貫通異常
1670,2022/10/5,19:31:14,598,ON,34,ワーク無し異常
1671,2022/10/5,16:03:42,708,ON,2,横穴未貫通異常
1672,2022/10/5,15:34:42,167,ON,0,安全クラッチ異常
1673,2022/10/5,15:07:40,597,ON,34,ワーク無し異常
1674,2022/10/5,13:42:10,596,ON,34,ワーク無し異常
1675,2022/10/5,12:49:48,595,ON,34,ワーク無し異常
1676,2022/10/5,12:35:18,166,ON,0,安全クラッチ異常
1677,2022/10/5,12:33:57,165,ON,0,安全クラッチ異常
1678,2022/10/5,12:21:31,8,ON,53,首下位置ｾﾝｻｰ異常
1679,2022/10/5,12:17:50,7,ON,53,首下位置ｾﾝｻｰ異常
1680,2022/10/5,12:17:18,6,ON,53,首下位置ｾﾝｻｰ異常
1681,2022/10/5,12:16:42,5,ON,53,首下位置ｾﾝｻｰ異常
1682,2022/10/5,11:50:13,594,ON,34,ワーク無し異常
1683,2022/10/5,11:09:07,164,ON,0,安全クラッチ異常
1684,2022/10/5,10:56:16,163,ON,0,安全クラッチ異常
1685,2022/10/5,10:45:21,707,ON,2,横穴未貫通異常
1686,2022/10/4,19:09:22,705,ON,2,横穴未貫通異常
1687,2022/10/4,19:03:25,593,ON,34,ワーク無し異常
1688,2022/10/4,17:18:17,592,ON,34,ワーク無し異常
1689,2022/10/31,16:13:52,640,ON,34,ワーク無し異常
1690,2022/10/31,15:41:52,729,ON,2,横穴未貫通異常
1691,2022/10/31,15:23:23,639,ON,34,ワーク無し異常
1692,2022/10/31,15:03:50,638,ON,34,ワーク無し異常
1693,2022/10/31,14:19:33,176,ON,0,安全クラッチ異常
1694,2022/10/31,13:55:12,728,ON,2,横穴未貫通異常
1695,2022/10/31,13:10:12,727,ON,2,横穴未貫通異常
1696,2022/10/31,13:04:15,175,ON,0,安全クラッチ異常
1697,2022/10/31,12:43:17,174,ON,0,安全クラッチ異常
1698,2022/10/31,12:00:14,726,ON,2,横穴未貫通異常
1699,2022/10/29,12:05:43,637,ON,34,ワーク無し異常
1700,2022/10/28,15:17:51,725,ON,2,横穴未貫通異常
1701,2022/10/28,15:10:00,136,ON,3,ノッチ前進不良
1702,2022/10/28,15:09:59,636,ON,34,ワーク無し異常
1703,2022/10/28,14:56:21,724,ON,2,横穴未貫通異常
1704,2022/10/28,14:06:07,635,ON,34,ワーク無し異常
1705,2022/10/28,11:42:34,173,ON,0,安全クラッチ異常
1706,2022/10/27,18:39:05,634,ON,34,ワーク無し異常
1707,2022/10/27,16:13:18,633,ON,34,ワーク無し異常
1708,2022/10/27,16:06:20,632,ON,34,ワーク無し異常
1709,2022/10/27,13:39:59,631,ON,34,ワーク無し異常
1710,2022/10/27,12:31:09,172,ON,0,安全クラッチ異常
1711,2022/10/27,12:15:25,171,ON,0,安全クラッチ異常
1712,2022/10/27,12:06:35,630,ON,34,ワーク無し異常
1713,2022/10/24,16:10:43,629,ON,34,ワーク無し異常
1714,2022/10/24,15:00:04,628,ON,34,ワーク無し異常
1715,2022/10/24,14:44:01,627,ON,34,ワーク無し異常
